"","histname","longname","year","histcode","franchise","so","g"
"1677"," Baltimore Orioles","1991 Baltimore Orioles",1991,"BAL","BAL",974,162
"1678"," Boston Red Sox","1991 Boston Red Sox",1991,"BOS","BOS",820,162
"1679"," Chicago Cubs","1991 Chicago Cubs",1991,"CHC","CHC",879,160
"1680"," Chicago White Sox","1991 Chicago White Sox",1991,"CHW","CHW",896,162
"1681"," Cincinnati Reds","1991 Cincinnati Reds",1991,"CIN","CIN",1006,162
"1682"," Cleveland Indians","1991 Cleveland Indians",1991,"CLE","CLE",888,162
"1683"," Detroit Tigers","1991 Detroit Tigers",1991,"DET","DET",1185,162
"1684"," Houston Astros","1991 Houston Astros",1991,"HOU","HOU",1027,162
"1685"," Kansas City Royals","1991 Kansas City Royals",1991,"KCR","KCR",969,162
"1686"," Los Angeles Dodgers","1991 Los Angeles Dodgers",1991,"LAD","LAD",957,162
"1687"," Milwaukee Brewers","1991 Milwaukee Brewers",1991,"MIL","MIL",802,162
"1688"," Minnesota Twins","1991 Minnesota Twins",1991,"MIN","MIN",747,162
"1689"," New York Mets","1991 New York Mets",1991,"NYM","NYM",789,161
"1690"," New York Yankees","1991 New York Yankees",1991,"NYY","NYY",861,162
"1691"," Oakland Athletics","1991 Oakland Athletics",1991,"OAK","OAK",981,162
"1692"," Philadelphia Phillies","1991 Philadelphia Phillies",1991,"PHI","PHI",1026,162
"1693"," Pittsburgh Pirates","1991 Pittsburgh Pirates",1991,"PIT","PIT",901,162
"1694"," San Diego Padres","1991 San Diego Padres",1991,"SDP","SDP",1069,162
"1695"," Seattle Mariners","1991 Seattle Mariners",1991,"SEA","SEA",811,162
"1696"," San Francisco Giants","1991 San Francisco Giants",1991,"SFG","SFG",973,162
"1697"," St. Louis Cardinals","1991 St. Louis Cardinals",1991,"STL","STL",857,162
"1698"," Texas Rangers","1991 Texas Rangers",1991,"TEX","TEX",1039,162
"1699"," Toronto Blue Jays","1991 Toronto Blue Jays",1991,"TOR","TOR",1043,162
"1700"," Montreal Expos","1991 Montreal Expos",1991,"MON","WSN",1056,161
"1701"," California Angels","1992 California Angels",1992,"CAL","ANA",882,162
"1702"," Atlanta Braves","1992 Atlanta Braves",1992,"ATL","ATL",924,162
"1703"," Baltimore Orioles","1992 Baltimore Orioles",1992,"BAL","BAL",827,162
"1704"," Boston Red Sox","1992 Boston Red Sox",1992,"BOS","BOS",865,162
"1705"," Chicago Cubs","1992 Chicago Cubs",1992,"CHC","CHC",816,162
"1706"," Chicago White Sox","1992 Chicago White Sox",1992,"CHW","CHW",784,162
"1707"," Cincinnati Reds","1992 Cincinnati Reds",1992,"CIN","CIN",888,162
"1708"," Cleveland Indians","1992 Cleveland Indians",1992,"CLE","CLE",885,162
"1709"," Detroit Tigers","1992 Detroit Tigers",1992,"DET","DET",1055,162
"1710"," Houston Astros","1992 Houston Astros",1992,"HOU","HOU",1025,162
"1711"," Kansas City Royals","1992 Kansas City Royals",1992,"KCR","KCR",741,162
"1712"," Los Angeles Dodgers","1992 Los Angeles Dodgers",1992,"LAD","LAD",899,162
"1713"," Milwaukee Brewers","1992 Milwaukee Brewers",1992,"MIL","MIL",779,162
"1714"," Minnesota Twins","1992 Minnesota Twins",1992,"MIN","MIN",834,162
"1715"," New York Mets","1992 New York Mets",1992,"NYM","NYM",956,162
"1716"," New York Yankees","1992 New York Yankees",1992,"NYY","NYY",903,162
"1717"," Oakland Athletics","1992 Oakland Athletics",1992,"OAK","OAK",831,162
"1718"," Philadelphia Phillies","1992 Philadelphia Phillies",1992,"PHI","PHI",1059,162
"1719"," Pittsburgh Pirates","1992 Pittsburgh Pirates",1992,"PIT","PIT",872,162
"1720"," San Diego Padres","1992 San Diego Padres",1992,"SDP","SDP",864,162
"1721"," Seattle Mariners","1992 Seattle Mariners",1992,"SEA","SEA",841,162
"1722"," San Francisco Giants","1992 San Francisco Giants",1992,"SFG","SFG",1067,162
"1723"," St. Louis Cardinals","1992 St. Louis Cardinals",1992,"STL","STL",996,162
"1724"," Texas Rangers","1992 Texas Rangers",1992,"TEX","TEX",1036,162
"1725"," Toronto Blue Jays","1992 Toronto Blue Jays",1992,"TOR","TOR",933,162
"1726"," Montreal Expos","1992 Montreal Expos",1992,"MON","WSN",976,162
"1727"," California Angels","1993 California Angels",1993,"CAL","ANA",930,162
"1728"," Atlanta Braves","1993 Atlanta Braves",1993,"ATL","ATL",946,162
"1729"," Baltimore Orioles","1993 Baltimore Orioles",1993,"BAL","BAL",930,162
"1730"," Boston Red Sox","1993 Boston Red Sox",1993,"BOS","BOS",871,162
"1731"," Chicago Cubs","1993 Chicago Cubs",1993,"CHC","CHC",923,163
"1732"," Chicago White Sox","1993 Chicago White Sox",1993,"CHW","CHW",834,162
"1733"," Cincinnati Reds","1993 Cincinnati Reds",1993,"CIN","CIN",1025,162
"1734"," Cleveland Indians","1993 Cleveland Indians",1993,"CLE","CLE",843,162
"1735"," Colorado Rockies","1993 Colorado Rockies",1993,"COL","COL",944,162
"1736"," Detroit Tigers","1993 Detroit Tigers",1993,"DET","DET",1122,162
"1737"," Florida Marlins","1993 Florida Marlins",1993,"FLA","FLA",1054,162
"1738"," Houston Astros","1993 Houston Astros",1993,"HOU","HOU",911,162
"1739"," Kansas City Royals","1993 Kansas City Royals",1993,"KCR","KCR",936,162
"1740"," Los Angeles Dodgers","1993 Los Angeles Dodgers",1993,"LAD","LAD",937,162
"1741"," Milwaukee Brewers","1993 Milwaukee Brewers",1993,"MIL","MIL",932,162
"1742"," Minnesota Twins","1993 Minnesota Twins",1993,"MIN","MIN",850,162
"1743"," New York Mets","1993 New York Mets",1993,"NYM","NYM",879,162
"1744"," New York Yankees","1993 New York Yankees",1993,"NYY","NYY",910,162
"1745"," Oakland Athletics","1993 Oakland Athletics",1993,"OAK","OAK",1048,162
"1746"," Philadelphia Phillies","1993 Philadelphia Phillies",1993,"PHI","PHI",1049,162
"1747"," Pittsburgh Pirates","1993 Pittsburgh Pirates",1993,"PIT","PIT",972,162
"1748"," San Diego Padres","1993 San Diego Padres",1993,"SDP","SDP",1046,162
"1749"," Seattle Mariners","1993 Seattle Mariners",1993,"SEA","SEA",901,162
"1750"," San Francisco Giants","1993 San Francisco Giants",1993,"SFG","SFG",930,162
"1751"," St. Louis Cardinals","1993 St. Louis Cardinals",1993,"STL","STL",882,162
"1752"," Texas Rangers","1993 Texas Rangers",1993,"TEX","TEX",984,162
"1753"," Toronto Blue Jays","1993 Toronto Blue Jays",1993,"TOR","TOR",861,162
"1754"," Montreal Expos","1993 Montreal Expos",1993,"MON","WSN",860,163
"1755"," California Angels","1994 California Angels",1994,"CAL","ANA",715,115
"1756"," Atlanta Braves","1994 Atlanta Braves",1994,"ATL","ATL",668,114
"1757"," Baltimore Orioles","1994 Baltimore Orioles",1994,"BAL","BAL",655,112
"1758"," Boston Red Sox","1994 Boston Red Sox",1994,"BOS","BOS",723,115
"1759"," Chicago Cubs","1994 Chicago Cubs",1994,"CHC","CHC",750,113
"1760"," Chicago White Sox","1994 Chicago White Sox",1994,"CHW","CHW",568,113
"1761"," Cincinnati Reds","1994 Cincinnati Reds",1994,"CIN","CIN",738,115
"1762"," Cleveland Indians","1994 Cleveland Indians",1994,"CLE","CLE",629,113
"1763"," Colorado Rockies","1994 Colorado Rockies",1994,"COL","COL",761,117
"1764"," Detroit Tigers","1994 Detroit Tigers",1994,"DET","DET",897,115
"1765"," Florida Marlins","1994 Florida Marlins",1994,"FLA","FLA",746,115
"1766"," Houston Astros","1994 Houston Astros",1994,"HOU","HOU",718,115
"1767"," Kansas City Royals","1994 Kansas City Royals",1994,"KCR","KCR",698,115
"1768"," Los Angeles Dodgers","1994 Los Angeles Dodgers",1994,"LAD","LAD",687,114
"1769"," Milwaukee Brewers","1994 Milwaukee Brewers",1994,"MIL","MIL",680,115
"1770"," Minnesota Twins","1994 Minnesota Twins",1994,"MIN","MIN",635,113
"1771"," New York Mets","1994 New York Mets",1994,"NYM","NYM",807,113
"1772"," New York Yankees","1994 New York Yankees",1994,"NYY","NYY",660,113
"1773"," Oakland Athletics","1994 Oakland Athletics",1994,"OAK","OAK",686,114
"1774"," Philadelphia Phillies","1994 Philadelphia Phillies",1994,"PHI","PHI",711,115
"1775"," Pittsburgh Pirates","1994 Pittsburgh Pirates",1994,"PIT","PIT",725,114
"1776"," San Diego Padres","1994 San Diego Padres",1994,"SDP","SDP",762,117
"1777"," Seattle Mariners","1994 Seattle Mariners",1994,"SEA","SEA",652,112
"1778"," San Francisco Giants","1994 San Francisco Giants",1994,"SFG","SFG",719,115
"1779"," St. Louis Cardinals","1994 St. Louis Cardinals",1994,"STL","STL",686,115
"1780"," Texas Rangers","1994 Texas Rangers",1994,"TEX","TEX",730,114
"1781"," Toronto Blue Jays","1994 Toronto Blue Jays",1994,"TOR","TOR",691,115
"1782"," Montreal Expos","1994 Montreal Expos",1994,"MON","WSN",669,114
"1783"," California Angels","1995 California Angels",1995,"CAL","ANA",889,145
"1784"," Atlanta Braves","1995 Atlanta Braves",1995,"ATL","ATL",933,144
"1785"," Baltimore Orioles","1995 Baltimore Orioles",1995,"BAL","BAL",803,144
"1786"," Boston Red Sox","1995 Boston Red Sox",1995,"BOS","BOS",923,144
"1787"," Chicago Cubs","1995 Chicago Cubs",1995,"CHC","CHC",953,144
"1788"," Chicago White Sox","1995 Chicago White Sox",1995,"CHW","CHW",767,145
"1789"," Cincinnati Reds","1995 Cincinnati Reds",1995,"CIN","CIN",946,144
"1790"," Cleveland Indians","1995 Cleveland Indians",1995,"CLE","CLE",766,144
"1791"," Colorado Rockies","1995 Colorado Rockies",1995,"COL","COL",943,144
"1792"," Detroit Tigers","1995 Detroit Tigers",1995,"DET","DET",987,144
"1793"," Florida Marlins","1995 Florida Marlins",1995,"FLA","FLA",916,143
"1794"," Houston Astros","1995 Houston Astros",1995,"HOU","HOU",992,144
"1795"," Kansas City Royals","1995 Kansas City Royals",1995,"KCR","KCR",849,144
"1796"," Los Angeles Dodgers","1995 Los Angeles Dodgers",1995,"LAD","LAD",1023,144
"1797"," Milwaukee Brewers","1995 Milwaukee Brewers",1995,"MIL","MIL",800,144
"1798"," Minnesota Twins","1995 Minnesota Twins",1995,"MIN","MIN",916,144
"1799"," New York Mets","1995 New York Mets",1995,"NYM","NYM",994,144
"1800"," New York Yankees","1995 New York Yankees",1995,"NYY","NYY",851,145
"1801"," Oakland Athletics","1995 Oakland Athletics",1995,"OAK","OAK",911,144
"1802"," Philadelphia Phillies","1995 Philadelphia Phillies",1995,"PHI","PHI",884,144
"1803"," Pittsburgh Pirates","1995 Pittsburgh Pirates",1995,"PIT","PIT",972,144
"1804"," San Diego Padres","1995 San Diego Padres",1995,"SDP","SDP",872,144
"1805"," Seattle Mariners","1995 Seattle Mariners",1995,"SEA","SEA",871,145
"1806"," San Francisco Giants","1995 San Francisco Giants",1995,"SFG","SFG",1060,144
"1807"," St. Louis Cardinals","1995 St. Louis Cardinals",1995,"STL","STL",920,143
"1808"," Texas Rangers","1995 Texas Rangers",1995,"TEX","TEX",877,144
"1809"," Toronto Blue Jays","1995 Toronto Blue Jays",1995,"TOR","TOR",906,144
"1810"," Montreal Expos","1995 Montreal Expos",1995,"MON","WSN",901,144
"1811"," California Angels","1996 California Angels",1996,"CAL","ANA",974,161
"1812"," Atlanta Braves","1996 Atlanta Braves",1996,"ATL","ATL",1032,162
"1813"," Baltimore Orioles","1996 Baltimore Orioles",1996,"BAL","BAL",915,163
"1814"," Boston Red Sox","1996 Boston Red Sox",1996,"BOS","BOS",1020,162
"1815"," Chicago Cubs","1996 Chicago Cubs",1996,"CHC","CHC",1090,162
"1816"," Chicago White Sox","1996 Chicago White Sox",1996,"CHW","CHW",927,162
"1817"," Cincinnati Reds","1996 Cincinnati Reds",1996,"CIN","CIN",1134,162
"1818"," Cleveland Indians","1996 Cleveland Indians",1996,"CLE","CLE",844,161
"1819"," Colorado Rockies","1996 Colorado Rockies",1996,"COL","COL",1108,162
"1820"," Detroit Tigers","1996 Detroit Tigers",1996,"DET","DET",1268,162
"1821"," Florida Marlins","1996 Florida Marlins",1996,"FLA","FLA",1122,162
"1822"," Houston Astros","1996 Houston Astros",1996,"HOU","HOU",1057,162
"1823"," Kansas City Royals","1996 Kansas City Royals",1996,"KCR","KCR",943,161
"1824"," Los Angeles Dodgers","1996 Los Angeles Dodgers",1996,"LAD","LAD",1190,162
"1825"," Milwaukee Brewers","1996 Milwaukee Brewers",1996,"MIL","MIL",986,162
"1826"," Minnesota Twins","1996 Minnesota Twins",1996,"MIN","MIN",958,162
"1827"," New York Mets","1996 New York Mets",1996,"NYM","NYM",1069,162
"1828"," New York Yankees","1996 New York Yankees",1996,"NYY","NYY",909,162
"1829"," Oakland Athletics","1996 Oakland Athletics",1996,"OAK","OAK",1114,162
"1830"," Philadelphia Phillies","1996 Philadelphia Phillies",1996,"PHI","PHI",1092,162
"1831"," Pittsburgh Pirates","1996 Pittsburgh Pirates",1996,"PIT","PIT",989,162
"1832"," San Diego Padres","1996 San Diego Padres",1996,"SDP","SDP",1014,162
"1833"," Seattle Mariners","1996 Seattle Mariners",1996,"SEA","SEA",1052,161
"1834"," San Francisco Giants","1996 San Francisco Giants",1996,"SFG","SFG",1189,162
"1835"," St. Louis Cardinals","1996 St. Louis Cardinals",1996,"STL","STL",1089,162
"1836"," Texas Rangers","1996 Texas Rangers",1996,"TEX","TEX",1041,163
"1837"," Toronto Blue Jays","1996 Toronto Blue Jays",1996,"TOR","TOR",1105,162
"1838"," Montreal Expos","1996 Montreal Expos",1996,"MON","WSN",1077,162
"1839"," Anaheim Angels","1997 Anaheim Angels",1997,"ANA","ANA",953,162
"1840"," Atlanta Braves","1997 Atlanta Braves",1997,"ATL","ATL",1160,162
"1841"," Baltimore Orioles","1997 Baltimore Orioles",1997,"BAL","BAL",952,162
"1842"," Boston Red Sox","1997 Boston Red Sox",1997,"BOS","BOS",1044,162
"1843"," Chicago Cubs","1997 Chicago Cubs",1997,"CHC","CHC",1003,162
"1844"," Chicago White Sox","1997 Chicago White Sox",1997,"CHW","CHW",901,161
"1845"," Cincinnati Reds","1997 Cincinnati Reds",1997,"CIN","CIN",1113,162
"1846"," Cleveland Indians","1997 Cleveland Indians",1997,"CLE","CLE",955,161
"1847"," Colorado Rockies","1997 Colorado Rockies",1997,"COL","COL",1060,162
"1848"," Detroit Tigers","1997 Detroit Tigers",1997,"DET","DET",1164,162
"1849"," Florida Marlins","1997 Florida Marlins",1997,"FLA","FLA",1074,162
"1850"," Houston Astros","1997 Houston Astros",1997,"HOU","HOU",1085,162
"1851"," Kansas City Royals","1997 Kansas City Royals",1997,"KCR","KCR",1061,161
"1852"," Los Angeles Dodgers","1997 Los Angeles Dodgers",1997,"LAD","LAD",1079,162
"1853"," Milwaukee Brewers","1997 Milwaukee Brewers",1997,"MIL","MIL",967,161
"1854"," Minnesota Twins","1997 Minnesota Twins",1997,"MIN","MIN",1121,162
"1855"," New York Mets","1997 New York Mets",1997,"NYM","NYM",1029,162
"1856"," New York Yankees","1997 New York Yankees",1997,"NYY","NYY",954,162
"1857"," Oakland Athletics","1997 Oakland Athletics",1997,"OAK","OAK",1181,162
"1858"," Philadelphia Phillies","1997 Philadelphia Phillies",1997,"PHI","PHI",1032,162
"1859"," Pittsburgh Pirates","1997 Pittsburgh Pirates",1997,"PIT","PIT",1161,162
"1860"," San Diego Padres","1997 San Diego Padres",1997,"SDP","SDP",1129,162
"1861"," Seattle Mariners","1997 Seattle Mariners",1997,"SEA","SEA",1110,162
"1862"," San Francisco Giants","1997 San Francisco Giants",1997,"SFG","SFG",1120,162
"1863"," St. Louis Cardinals","1997 St. Louis Cardinals",1997,"STL","STL",1191,162
"1864"," Texas Rangers","1997 Texas Rangers",1997,"TEX","TEX",1116,162
"1865"," Toronto Blue Jays","1997 Toronto Blue Jays",1997,"TOR","TOR",1138,162
"1866"," Montreal Expos","1997 Montreal Expos",1997,"MON","WSN",1084,162
"1867"," Anaheim Angels","1998 Anaheim Angels",1998,"ANA","ANA",1028,162
"1868"," Arizona Diamondbacks","1998 Arizona Diamondbacks",1998,"ARI","ARI",1239,162
"1869"," Atlanta Braves","1998 Atlanta Braves",1998,"ATL","ATL",1062,162
"1870"," Baltimore Orioles","1998 Baltimore Orioles",1998,"BAL","BAL",903,162
"1871"," Boston Red Sox","1998 Boston Red Sox",1998,"BOS","BOS",1049,162
"1872"," Chicago Cubs","1998 Chicago Cubs",1998,"CHC","CHC",1223,163
"1873"," Chicago White Sox","1998 Chicago White Sox",1998,"CHW","CHW",916,163
"1874"," Cincinnati Reds","1998 Cincinnati Reds",1998,"CIN","CIN",1107,162
"1875"," Cleveland Indians","1998 Cleveland Indians",1998,"CLE","CLE",1061,162
"1876"," Colorado Rockies","1998 Colorado Rockies",1998,"COL","COL",949,162
"1877"," Detroit Tigers","1998 Detroit Tigers",1998,"DET","DET",1070,162
"1878"," Florida Marlins","1998 Florida Marlins",1998,"FLA","FLA",1120,162
"1879"," Houston Astros","1998 Houston Astros",1998,"HOU","HOU",1122,162
"1880"," Kansas City Royals","1998 Kansas City Royals",1998,"KCR","KCR",984,161
"1881"," Los Angeles Dodgers","1998 Los Angeles Dodgers",1998,"LAD","LAD",1056,162
"1882"," Milwaukee Brewers","1998 Milwaukee Brewers",1998,"MIL","MIL",1039,162
"1883"," Minnesota Twins","1998 Minnesota Twins",1998,"MIN","MIN",915,162
"1884"," New York Mets","1998 New York Mets",1998,"NYM","NYM",1049,162
"1885"," New York Yankees","1998 New York Yankees",1998,"NYY","NYY",1025,162
"1886"," Oakland Athletics","1998 Oakland Athletics",1998,"OAK","OAK",1122,162
"1887"," Philadelphia Phillies","1998 Philadelphia Phillies",1998,"PHI","PHI",1080,162
"1888"," Pittsburgh Pirates","1998 Pittsburgh Pirates",1998,"PIT","PIT",1060,163
"1889"," San Diego Padres","1998 San Diego Padres",1998,"SDP","SDP",1072,162
"1890"," Seattle Mariners","1998 Seattle Mariners",1998,"SEA","SEA",1081,161
"1891"," San Francisco Giants","1998 San Francisco Giants",1998,"SFG","SFG",1040,163
"1892"," St. Louis Cardinals","1998 St. Louis Cardinals",1998,"STL","STL",1179,163
"1893"," Tampa Bay Devil Rays","1998 Tampa Bay Devil Rays",1998,"TBD","TBD",1107,162
"1894"," Texas Rangers","1998 Texas Rangers",1998,"TEX","TEX",1045,162
"1895"," Toronto Blue Jays","1998 Toronto Blue Jays",1998,"TOR","TOR",1132,163
"1896"," Montreal Expos","1998 Montreal Expos",1998,"MON","WSN",1058,162
"1897"," Anaheim Angels","1999 Anaheim Angels",1999,"ANA","ANA",1022,162
"1898"," Arizona Diamondbacks","1999 Arizona Diamondbacks",1999,"ARI","ARI",1045,162
"1899"," Atlanta Braves","1999 Atlanta Braves",1999,"ATL","ATL",962,162
"1900"," Baltimore Orioles","1999 Baltimore Orioles",1999,"BAL","BAL",890,162
"1901"," Boston Red Sox","1999 Boston Red Sox",1999,"BOS","BOS",928,162
"1902"," Chicago Cubs","1999 Chicago Cubs",1999,"CHC","CHC",1170,162
"1903"," Chicago White Sox","1999 Chicago White Sox",1999,"CHW","CHW",810,162
"1904"," Cincinnati Reds","1999 Cincinnati Reds",1999,"CIN","CIN",1125,163
"1905"," Cleveland Indians","1999 Cleveland Indians",1999,"CLE","CLE",1099,162
"1906"," Colorado Rockies","1999 Colorado Rockies",1999,"COL","COL",863,162
"1907"," Detroit Tigers","1999 Detroit Tigers",1999,"DET","DET",1049,161
"1908"," Florida Marlins","1999 Florida Marlins",1999,"FLA","FLA",1145,162
"1909"," Houston Astros","1999 Houston Astros",1999,"HOU","HOU",1138,162
"1910"," Kansas City Royals","1999 Kansas City Royals",1999,"KCR","KCR",932,161
"1911"," Los Angeles Dodgers","1999 Los Angeles Dodgers",1999,"LAD","LAD",1030,162
"1912"," Milwaukee Brewers","1999 Milwaukee Brewers",1999,"MIL","MIL",1065,161
"1913"," Minnesota Twins","1999 Minnesota Twins",1999,"MIN","MIN",978,161
"1914"," New York Mets","1999 New York Mets",1999,"NYM","NYM",994,163
"1915"," New York Yankees","1999 New York Yankees",1999,"NYY","NYY",978,162
"1916"," Oakland Athletics","1999 Oakland Athletics",1999,"OAK","OAK",1129,162
"1917"," Philadelphia Phillies","1999 Philadelphia Phillies",1999,"PHI","PHI",1081,162
"1918"," Pittsburgh Pirates","1999 Pittsburgh Pirates",1999,"PIT","PIT",1197,161
"1919"," San Diego Padres","1999 San Diego Padres",1999,"SDP","SDP",1169,162
"1920"," Seattle Mariners","1999 Seattle Mariners",1999,"SEA","SEA",1095,162
"1921"," San Francisco Giants","1999 San Francisco Giants",1999,"SFG","SFG",1028,162
"1922"," St. Louis Cardinals","1999 St. Louis Cardinals",1999,"STL","STL",1202,161
"1923"," Tampa Bay Devil Rays","1999 Tampa Bay Devil Rays",1999,"TBD","TBD",1042,162
"1924"," Texas Rangers","1999 Texas Rangers",1999,"TEX","TEX",937,162
"1925"," Toronto Blue Jays","1999 Toronto Blue Jays",1999,"TOR","TOR",1077,162
"1926"," Montreal Expos","1999 Montreal Expos",1999,"MON","WSN",939,162
"1927"," Anaheim Angels","2000 Anaheim Angels",2000,"ANA","ANA",1024,162
"1928"," Arizona Diamondbacks","2000 Arizona Diamondbacks",2000,"ARI","ARI",975,162
"1929"," Atlanta Braves","2000 Atlanta Braves",2000,"ATL","ATL",1010,162
"1930"," Baltimore Orioles","2000 Baltimore Orioles",2000,"BAL","BAL",900,162
"1931"," Boston Red Sox","2000 Boston Red Sox",2000,"BOS","BOS",1019,162
"1932"," Chicago Cubs","2000 Chicago Cubs",2000,"CHC","CHC",1120,162
"1933"," Chicago White Sox","2000 Chicago White Sox",2000,"CHW","CHW",960,162
"1934"," Cincinnati Reds","2000 Cincinnati Reds",2000,"CIN","CIN",995,163
"1935"," Cleveland Indians","2000 Cleveland Indians",2000,"CLE","CLE",1057,162
"1936"," Colorado Rockies","2000 Colorado Rockies",2000,"COL","COL",907,162
"1937"," Detroit Tigers","2000 Detroit Tigers",2000,"DET","DET",982,162
"1938"," Florida Marlins","2000 Florida Marlins",2000,"FLA","FLA",1184,161
"1939"," Houston Astros","2000 Houston Astros",2000,"HOU","HOU",1129,162
"1940"," Kansas City Royals","2000 Kansas City Royals",2000,"KCR","KCR",840,162
"1941"," Los Angeles Dodgers","2000 Los Angeles Dodgers",2000,"LAD","LAD",1083,162
"1942"," Milwaukee Brewers","2000 Milwaukee Brewers",2000,"MIL","MIL",1245,163
"1943"," Minnesota Twins","2000 Minnesota Twins",2000,"MIN","MIN",1021,162
"1944"," New York Mets","2000 New York Mets",2000,"NYM","NYM",1037,162
"1945"," New York Yankees","2000 New York Yankees",2000,"NYY","NYY",1007,161
"1946"," Oakland Athletics","2000 Oakland Athletics",2000,"OAK","OAK",1159,161
"1947"," Philadelphia Phillies","2000 Philadelphia Phillies",2000,"PHI","PHI",1117,162
"1948"," Pittsburgh Pirates","2000 Pittsburgh Pirates",2000,"PIT","PIT",1032,162
"1949"," San Diego Padres","2000 San Diego Padres",2000,"SDP","SDP",1177,162
"1950"," Seattle Mariners","2000 Seattle Mariners",2000,"SEA","SEA",1073,162
"1951"," San Francisco Giants","2000 San Francisco Giants",2000,"SFG","SFG",1032,162
"1952"," St. Louis Cardinals","2000 St. Louis Cardinals",2000,"STL","STL",1253,162
"1953"," Tampa Bay Devil Rays","2000 Tampa Bay Devil Rays",2000,"TBD","TBD",1022,161
"1954"," Texas Rangers","2000 Texas Rangers",2000,"TEX","TEX",922,162
"1955"," Toronto Blue Jays","2000 Toronto Blue Jays",2000,"TOR","TOR",1026,162
"1956"," Montreal Expos","2000 Montreal Expos",2000,"MON","WSN",1048,162
"1957"," Anaheim Angels","2001 Anaheim Angels",2001,"ANA","ANA",1001,162
"1958"," Arizona Diamondbacks","2001 Arizona Diamondbacks",2001,"ARI","ARI",1052,162
"1959"," Atlanta Braves","2001 Atlanta Braves",2001,"ATL","ATL",1039,162
"1960"," Baltimore Orioles","2001 Baltimore Orioles",2001,"BAL","BAL",989,162
"1961"," Boston Red Sox","2001 Boston Red Sox",2001,"BOS","BOS",1131,161
"1962"," Chicago Cubs","2001 Chicago Cubs",2001,"CHC","CHC",1077,162
"1963"," Chicago White Sox","2001 Chicago White Sox",2001,"CHW","CHW",998,162
"1964"," Cincinnati Reds","2001 Cincinnati Reds",2001,"CIN","CIN",1172,162
"1965"," Cleveland Indians","2001 Cleveland Indians",2001,"CLE","CLE",1076,162
"1966"," Colorado Rockies","2001 Colorado Rockies",2001,"COL","COL",1027,162
"1967"," Detroit Tigers","2001 Detroit Tigers",2001,"DET","DET",972,162
"1968"," Florida Marlins","2001 Florida Marlins",2001,"FLA","FLA",1145,162
"1969"," Houston Astros","2001 Houston Astros",2001,"HOU","HOU",1119,162
"1970"," Kansas City Royals","2001 Kansas City Royals",2001,"KCR","KCR",898,162
"1971"," Los Angeles Dodgers","2001 Los Angeles Dodgers",2001,"LAD","LAD",1062,162
"1972"," Milwaukee Brewers","2001 Milwaukee Brewers",2001,"MIL","MIL",1399,162
"1973"," Minnesota Twins","2001 Minnesota Twins",2001,"MIN","MIN",1083,162
"1974"," New York Mets","2001 New York Mets",2001,"NYM","NYM",1062,162
"1975"," New York Yankees","2001 New York Yankees",2001,"NYY","NYY",1035,161
"1976"," Oakland Athletics","2001 Oakland Athletics",2001,"OAK","OAK",1021,162
"1977"," Philadelphia Phillies","2001 Philadelphia Phillies",2001,"PHI","PHI",1125,162
"1978"," Pittsburgh Pirates","2001 Pittsburgh Pirates",2001,"PIT","PIT",1106,162
"1979"," San Diego Padres","2001 San Diego Padres",2001,"SDP","SDP",1273,162
"1980"," Seattle Mariners","2001 Seattle Mariners",2001,"SEA","SEA",989,162
"1981"," San Francisco Giants","2001 San Francisco Giants",2001,"SFG","SFG",1090,162
"1982"," St. Louis Cardinals","2001 St. Louis Cardinals",2001,"STL","STL",1089,162
"1983"," Tampa Bay Devil Rays","2001 Tampa Bay Devil Rays",2001,"TBD","TBD",1116,162
"1984"," Texas Rangers","2001 Texas Rangers",2001,"TEX","TEX",1093,162
"1985"," Toronto Blue Jays","2001 Toronto Blue Jays",2001,"TOR","TOR",1094,162
"1986"," Montreal Expos","2001 Montreal Expos",2001,"MON","WSN",1071,162
"1987"," Anaheim Angels","2002 Anaheim Angels",2002,"ANA","ANA",805,162
"1988"," Arizona Diamondbacks","2002 Arizona Diamondbacks",2002,"ARI","ARI",1016,162
"1989"," Atlanta Braves","2002 Atlanta Braves",2002,"ATL","ATL",1028,161
"1990"," Baltimore Orioles","2002 Baltimore Orioles",2002,"BAL","BAL",993,162
"1991"," Boston Red Sox","2002 Boston Red Sox",2002,"BOS","BOS",944,162
"1992"," Chicago Cubs","2002 Chicago Cubs",2002,"CHC","CHC",1269,162
"1993"," Chicago White Sox","2002 Chicago White Sox",2002,"CHW","CHW",952,162
"1994"," Cincinnati Reds","2002 Cincinnati Reds",2002,"CIN","CIN",1188,162
"1995"," Cleveland Indians","2002 Cleveland Indians",2002,"CLE","CLE",1000,162
"1996"," Colorado Rockies","2002 Colorado Rockies",2002,"COL","COL",1043,162
"1997"," Detroit Tigers","2002 Detroit Tigers",2002,"DET","DET",1035,161
"1998"," Florida Marlins","2002 Florida Marlins",2002,"FLA","FLA",1130,162
"1999"," Houston Astros","2002 Houston Astros",2002,"HOU","HOU",1120,162
"2000"," Kansas City Royals","2002 Kansas City Royals",2002,"KCR","KCR",921,162
"2001"," Los Angeles Dodgers","2002 Los Angeles Dodgers",2002,"LAD","LAD",940,162
"2002"," Milwaukee Brewers","2002 Milwaukee Brewers",2002,"MIL","MIL",1125,162
"2003"," Minnesota Twins","2002 Minnesota Twins",2002,"MIN","MIN",1089,161
